1769611524.408986, EfficientNetv2 S Imagenette training, pipeline, prepare, start
1769614833.265079, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.265052, 1, 71
1769614833.265119, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.265378, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.265406, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.345820, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.346123, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.265052, 1, 71
1769614833.346195, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.346178, 1, 72
1769614833.346233, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.346554, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.346584, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.426748, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.427496, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.346178, 1, 72
1769614833.427606, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.427581, 1, 73
1769614833.427649, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.428133, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.428168, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.509354, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.510583, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.427581, 1, 73
1769614833.510712, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.510688, 1, 74
1769614833.510767, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.511074, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.511168, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.591208, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.591681, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.510688, 1, 74
1769614833.591768, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.591746, 1, 75
1769614833.591807, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.592089, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.592176, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.671072, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.671568, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.591746, 1, 75
1769614833.671637, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.671619, 1, 76
1769614833.671683, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.671933, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.671962, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.751294, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.751852, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.671619, 1, 76
1769614833.751929, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.751908, 1, 77
1769614833.751971, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.752235, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.752267, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.830691, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.831065, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.751908, 1, 77
1769614833.831172, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.831150, 1, 78
1769614833.831229, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.831536, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.831568, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.911549, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.911962, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.831150, 1, 78
1769614833.912034, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.912015, 1, 79
1769614833.912082, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.912307, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.912389, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.990833, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.991171, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.912015, 1, 79
1769614833.991248, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.991225, 1, 80
1769614833.991287, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.991582, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.991660, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.071455, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.071777, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.991225, 1, 80
1769614834.071852, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.071833, 1, 81
1769614834.071889, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.072142, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.072175, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.152191, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.152641, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.071833, 1, 81
1769614834.152716, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.152699, 1, 82
1769614834.152753, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.152993, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.153031, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.233398, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.233709, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.152699, 1, 82
1769614834.233798, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.233777, 1, 83
1769614834.233842, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.234113, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.234153, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.314614, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.315467, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.233777, 1, 83
1769614834.315619, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.315582, 1, 84
1769614834.315675, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.315973, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.316070, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.395877, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.396321, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.315582, 1, 84
1769614834.396400, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.396382, 1, 85
1769614834.396437, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.396744, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.396816, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.476679, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.477186, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.396382, 1, 85
1769614834.477296, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.477264, 1, 86
1769614834.477361, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.477610, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.477659, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.557576, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.558059, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.477264, 1, 86
1769614834.558138, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.558119, 1, 87
1769614834.558175, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.558441, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.558481, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.638835, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.639330, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.558119, 1, 87
1769614834.639411, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.639392, 1, 88
1769614834.639453, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.639711, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.639739, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.718839, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.719410, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.639392, 1, 88
1769614834.719494, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.719473, 1, 89
1769614834.719528, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.719768, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.719799, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.799686, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.800115, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.719473, 1, 89
1769614834.800220, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.800199, 1, 90
1769614834.800270, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.800530, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.800564, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.880427, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.880768, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.800199, 1, 90
1769614834.880870, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.880848, 1, 91
1769614834.880917, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.881160, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.881188, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614834.960496, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614834.960791, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.880848, 1, 91
1769614834.960887, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614834.960868, 1, 92
1769614834.960935, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614834.961241, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614834.961284, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.041105, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.041465, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614834.960868, 1, 92
1769614835.041571, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.041552, 1, 93
1769614835.041619, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.041863, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.041894, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.121997, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.122505, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.041552, 1, 93
1769614835.122586, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.122564, 1, 94
1769614835.122633, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.122872, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.122899, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.203161, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.203667, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.122564, 1, 94
1769614835.203777, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.203748, 1, 95
1769614835.203841, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.204096, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.204130, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.283181, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.283483, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.203748, 1, 95
1769614835.283583, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.283554, 1, 96
1769614835.283622, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.283888, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.283963, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.363984, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.364342, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.283554, 1, 96
1769614835.364424, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.364399, 1, 97
1769614835.364462, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.364705, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.364773, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.443963, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.444360, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.364399, 1, 97
1769614835.444471, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.444436, 1, 98
1769614835.444546, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.444826, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.444884, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.524350, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.524740, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.444436, 1, 98
1769614835.524813, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.524797, 1, 99
1769614835.524848, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.525092, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.525179, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.604386, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.604841, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.524797, 1, 99
1769614835.605017, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614835.604907, 1, 100
1769614835.605178, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614835.605440, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614835.605517, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614835.684956, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614835.685309, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614835.604907, 1, 100
